2.65000	4.06609
4.70000	1.70023
14.25000	17.23092
22.10000	21.77409
10.55000	7.84291
6.50000	7.14536
4.10000	1.64517
24.65000	23.25737
24.40000	22.39327
22.80000	20.62952
0.90000	3.24998
11.30000	8.43794
21.80000	22.36996
22.55000	20.95936
19.20000	20.22994
21.40000	23.07195
11.70000	9.41405
5.75000	4.22516
15.15000	16.73838
7.65000	10.58780
7.45000	10.20851
1.95000	4.73688
18.35000	16.91289
19.30000	20.60610
2.80000	3.80496
11.35000	8.53646
23.00000	20.46134
0.25000	0.99221
5.70000	4.04794
8.30000	11.00652
0.40000	1.56826
0.15000	0.59831
24.60000	23.07631
0.75000	2.79492
9.10000	10.05730
20.65000	23.57124
12.85000	13.68953
19.50000	21.31662
15.40000	16.30936
20.45000	23.44868
21.05000	23.47470
19.00000	19.44963
12.65000	12.90060
18.50000	17.47256
15.10000	16.81359
5.25000	2.67320
17.30000	14.30068
17.85000	15.32631
3.50000	2.44765
1.05000	3.65227
19.25000	20.41948
9.90000	8.52739
21.15000	23.38623
0.80000	2.95207
15.95000	15.23096
3.10000	3.22474
12.75000	13.29780
15.45000	16.21534
20.15000	23.04103
6.80000	8.28234
5.95000	4.96884
5.45000	3.22977
9.60000	9.07702
8.65000	10.74867
9.80000	8.70056
15.70000	15.72389
21.00000	23.50997
1.75000	4.70196
24.35000	22.23432
6.75000	8.10013
15.55000	16.02192
17.45000	14.49388
6.05000	5.35677
18.40000	17.09630
16.50000	14.36464
4.60000	1.61893
6.20000	5.95073
17.25000	14.25124
3.40000	2.63338
9.85000	8.61243
12.80000	13.49453
7.85000	10.84998
20.55000	23.52482
1.35000	4.27717
22.70000	20.74711
1.00000	3.52441
4.20000	1.58527
15.85000	15.42532
4.80000	1.81151
17.90000	15.46053
13.15000	14.80317
20.40000	23.39938
21.70000	22.56116
13.60000	16.17749
6.60000	7.53462
19.65000	21.80300
13.35000	15.46756
8.85000	10.48095
10.80000	7.85719
0.55000	2.11806
4.90000	1.95264
17.70000	14.96225
15.20000	16.65920
8.90000	10.40306
22.35000	21.29640
2.35000	4.48442
11.50000	8.87364
7.05000	9.13153
16.35000	14.55352
22.30000	21.38811
17.65000	14.85437
13.20000	14.97622
21.35000	23.14435
3.55000	2.35856
3.65000	2.18964
5.55000	3.54228
11.95000	10.21577
23.25000	20.39478
2.90000	3.61775
2.30000	4.53712
3.70000	2.11049
10.95000	7.95311
5.50000	3.38338
12.55000	12.50089
10.15000	8.16010
6.90000	8.63532
1.40000	4.35635
24.05000	21.40026
15.25000	16.57637
0.00000	0.00000
20.95000	23.53896
3.05000	3.32439
16.90000	14.11263
8.75000	10.62417
17.40000	14.42202
15.75000	15.62393
15.30000	16.49022
4.40000	1.54519
6.65000	7.72593
13.90000	16.81602
17.95000	15.60085
7.00000	8.97096
9.20000	9.86867
0.70000	2.63265
4.95000	2.03429
16.40000	14.48568
0.65000	2.46556
5.80000	4.40619
8.40000	10.96380
9.70000	8.88472
11.85000	9.88004
16.30000	14.62584
2.60000	4.14650
15.65000	15.82379
23.10000	20.41444
8.35000	10.98845
20.85000	23.57734
8.10000	11.00967
14.50000	17.30469
18.85000	18.85133
23.80000	20.88460
4.55000	1.58947
14.00000	16.97182
11.60000	9.13151
5.85000	4.59071
2.55000	4.22305
3.95000	1.78044
18.30000	16.73307
1.25000	4.09695
10.25000	8.04590
2.85000	3.71243
12.60000	12.70087
19.45000	21.14503
20.05000	22.84660
20.90000	23.56147
7.30000	9.85131
4.05000	1.68442
14.60000	17.28437
7.75000	10.73380
11.55000	8.99939
17.60000	14.75347
8.95000	10.32142
19.60000	21.64589
12.50000	12.30103
14.40000	17.29697
8.15000	11.01952
17.80000	15.19839
4.75000	1.75212
7.80000	10.79563
9.50000	9.27455
4.45000	1.55268
13.80000	16.63109
2.50000	4.29542
11.75000	9.56401
18.45000	17.28297
6.10000	5.55351
6.55000	7.34098
20.70000	23.58346
22.20000	21.57799
23.30000	20.40234
20.80000	23.58639
8.60000	10.80319
12.10000	10.75106
5.05000	2.21935
16.20000	14.78273
13.00000	14.26050
15.60000	15.92326
9.55000	9.17531
14.20000	17.19408
7.90000	10.89682
6.95000	8.80546
14.65000	17.26407
10.00000	8.36794
3.45000	2.53938
1.10000	3.77362
23.70000	20.72854
3.20000	3.02488
12.05000	10.56882
15.35000	16.40110
12.90000	13.88242
10.30000	7.99694
23.05000	20.43462
20.10000	22.94737
1.70000	4.67499
16.70000	14.18857
4.35000	1.54484
16.15000	14.86666
4.00000	1.72959
12.25000	11.31664
18.90000	19.05127
2.40000	4.42639
7.15000	9.43681
24.95000	24.40482
23.85000	20.97361
4.15000	1.61205
19.70000	21.95472
4.85000	1.87836
10.20000	8.10038
2.70000	3.98214
12.20000	11.12531
12.00000	10.39028
9.15000	9.96400
14.75000	17.20407
10.60000	7.83167
23.40000	20.43925
6.00000	5.16175
23.75000	20.80289
21.55000	22.83094
23.95000	21.17306
12.70000	13.09970
9.75000	8.79144
22.50000	21.03848
8.00000	10.96807
2.75000	3.89498
16.05000	15.04378
13.85000	16.72715
21.25000	23.27541
0.50000	1.93828
3.80000	1.96443
17.05000	14.12815
1.85000	4.73383
24.55000	22.89906
9.30000	9.67336
5.40000	3.08171
7.70000	10.66450
15.00000	16.95086
12.45000	12.10168
11.40000	8.64201
13.30000	15.30871
2.45000	4.36329
8.05000	10.99255
15.90000	15.32742
17.20000	14.20930
21.20000	23.33348
22.15000	21.67545
19.40000	20.96920
24.45000	22.55723
13.50000	15.91135
23.65000	20.66162
5.90000	4.77837
0.05000	0.19994
0.35000	1.37869
17.55000	14.65968
18.60000	17.85908
8.80000	10.55475
22.45000	21.12124
6.15000	5.75162
24.00000	21.28326
15.80000	15.52428
14.70000	17.23724
18.10000	16.05606
23.60000	20.60217
16.85000	14.12155
0.30000	1.18656
14.90000	17.06864
24.30000	22.08066
7.35000	9.97700
5.20000	2.54964
10.10000	8.22479
1.55000	4.54935
